text,author,reply,retweet,like,date,cleaned_text,label,non_baku
"tgl 14 Februari jangan sampe golput ya guys  satu suara sangatlah berharga untuk membawa Indonesia mendekat kearah lebih baik lagi
#AyoSiapSiapNyoblos",rachel,0,0.0,0.0,2024-02-12T10:19:46.000Z,tanggal 14 Februari jangan sampe golput ya guys satu suara sangatlah berharga untuk membawa Indonesia mendekat kearah lebih baik lagi,positive,
"jangan sampai golput ya guys, #AyoSiapSiapNyoblos",Benangkaput,0,0.0,0.0,2024-02-12T10:24:44.000Z,"jangan sampai golput ya guys,",neutral,
"Mari kita gunakan hak pilih kita 
Karna suara kita menentukan masa depan bangsa Indonesia 5 tahun kedepan  jangan mager untuk ke tps tanggal 14 februari nanti 
#AyoSiapSiapNyoblos",bulbul,0,0.0,0.0,2024-02-12T11:00:18.000Z,Mari kita gunakan hak pilih kita Karna suara kita menentukan masa depan bangsa Indonesia 5 tahun kedepan jangan mager untuk ke tps tanggal 14 februari nanti,negative,
"ayo semangat buat nyoblos tgl 14, jangan mager karna masa depan bangsa ini ada di tanganmu
#AyoSiapSiapNyoblos",Jay,0,0.0,0.0,2024-02-12T10:42:33.000Z,"ayo semangat buat nyoblos tanggal 14, jangan mager karna masa depan bangsa ini ada di tanganmu",positive,
yuk gunakan hak pilih kamu dengan coblos ke tps nanti. jangan sampai ketinggalan #AyoSiapSiapNyoblos,hi swiftie,0,0.0,0.0,2024-02-12T10:33:32.000Z,ayo gunakan hak pilih kamu dengan coblos ke tps nanti. jangan sampai ketinggalan,negative,
"Jangan sampai golput yah karena suara kalian sangat berharga 
#AyoSiapSiapNyoblos",Neng geulis ieu mah,0,0.0,0.0,2024-02-12T10:17:05.000Z,Jangan sampai golput yah karena suara kalian sangat berharga,positive,
"2 hari lagi nih guys jangan smpe kalian golput
#AyoSiapSiapNyoblos",kosong,0,0.0,0.0,2024-02-12T11:07:39.000Z,2 hari lagi nih guys jangan smpe kalian golput,negative,
2 hari lagii jangan lupa yaa #AyoSiapSiapNyoblos,fay,0,0.0,0.0,2024-02-12T10:14:34.000Z,2 hari lagii jangan lupa ya,neutral,
so pasti dong. #AyoSiapSiapNyoblos guys dan gunakan suara kita,Guegemaa,0,0.0,0.0,2024-02-12T10:58:02.000Z,so pasti dong. guys dan gunakan suara kita,neutral,
"#AyoSiapSiapNyoblos jangan golput yaa gaes, karna nasib bangsa ditentukan oleh pilihanmu",Yulia Bin,0,0.0,0.0,2024-02-12T10:43:00.000Z,"jangan golput Ya guys, karna nasib bangsa ditentukan oleh pilihanmu",neutral,
Bener banget #AyoSiapSiapNyoblos untuk masa depan indonesia yang lebih baik,Fitria,0,0.0,0.0,2024-02-12T10:45:02.000Z,Bener banget untuk masa depan indonesia yang lebih baik,positive,
Jangan sampai salah pilih #AyoSiapSiapNyoblos moga aja berjalan lancar dan jujur adil,Berofek,0,0.0,0.0,2024-02-12T10:16:16.000Z,Jangan sampai salah pilih moga aja berjalan lancar dan jujur adil,positive,
harus semangat untuk berpesta demokrasi #AyoSiapSiapNyoblos,narae,0,0.0,0.0,2024-02-12T10:19:12.000Z,harus semangat untuk berpesta demokrasi,positive,
"Ayo suara mu sangat berarti untuk negara
#AyoSiapSiapNyoblos pada 14 February mendatang",Sagar Toogood,0,0.0,0.0,2024-02-12T10:34:29.000Z,Ayo suara mu sangat berarti untuk negara pada 14 February mendatang,positive,
"#AyoSiapSiapNyoblos hari pemilihan sudah dekat, jangan malas untuk datang ya, satu suaramu sangat berarti lho",Ayuni Kolah,0,0.0,0.0,2024-02-12T10:22:23.000Z,"hari pemilihan sudah dekat, jangan malas untuk datang ya, satu suaramu sangat berarti lho",positive,
#AyoSiapSiapNyoblos tgl 14 datang  ke tps setempat,Puspita,0,0.0,0.0,2024-02-12T10:13:58.000Z,tanggal 14 datang ke tps setempat,neutral,
"ikuti sesuai petunjuk, jangan golput yaaa pokoknya gunakan hak pilih kalian
#AyoSiapSiapNyoblos",riandher,0,0.0,0.0,2024-02-12T10:35:26.000Z,"ikuti sesuai petunjuk, jangan golput yaa pokoknya gunakan hak pilih kalian",neutral,
Untuk Indonesia lebih maju ayo gaess dateng ke tps ya  #AyoSiapSiapNyoblos,hartono,0,0.0,0.0,2024-02-12T10:16:25.000Z,Untuk Indonesia lebih maju ayo guys dateng ke tps ya,neutral,
#AyoSiapSiapNyoblos tentukan pilihanmu dengan mencoblos. Karna pilihanmu akan membawa kebaikan untuk bangsa Indoneisa kedepan,Burhan Rhs,0,0.0,0.0,2024-02-12T10:41:18.000Z,tentukan pilihanmu dengan mencoblos. Karna pilihanmu akan membawa kebaikan untuk bangsa Indonesia kedepan,positive,Indoneisa
Nah #AyoSiapSiapNyoblos jangan sampai nggak nyoblos ya gaes,chiara,0,0.0,0.0,2024-02-12T10:53:06.000Z,Nah jangan sampai nggak nyoblos ya guys,negative,
Suara kita berharga sekali #AyoSiapSiapNyoblos,Cintai Akyu,0,0.0,0.0,2024-02-12T10:36:16.000Z,Suara kita berharga sekali,positive,
Suara kita sangat berharga untuk masa depan bangsa. #AyoSiapSiapNyoblos,Izah,0,0.0,0.0,2024-02-12T10:46:58.000Z,Suara kita sangat berharga untuk masa depan bangsa.,positive,
udah gak sabar menantikan hari H tepatnya 14 februari 2024 #AyoSiapSiapNyoblos,Riannn,0,0.0,0.0,2024-02-12T10:14:07.000Z,udah gak sabar menantikan hari H tepatnya 14 februari 2024,positive,
guys ayo kita gunakan hak suara kita untuk masa depan bangsa #AyoSiapSiapNyoblos,badutieeajee,0,0.0,0.0,2024-02-12T10:11:16.000Z,guys ayo kita gunakan hak suara kita untuk masa depan bangsa,neutral,
"Kesempatan yang berharga hanya 5th sekali. Yuk jangan pelit suara
#AyoSiapSiapNyoblos",Yogasaputra,0,0.0,0.0,2024-02-12T10:30:40.000Z,Kesempatan yang berharga hanya 5th sekali. ayo jangan pelit suara,negative,
Terbaik Nih gass Siap kawal #AyoSiapSiapNyoblos,مهدي الحربي،,0,0.0,0.0,2024-02-12T11:37:11.000Z,Terbaik Nih gass Siap kawal,positive,
ayo berikan hak suaramu #AyoSiapSiapNyoblos,Elliott Ingram,0,0.0,0.0,2024-02-12T10:25:45.000Z,ayo berikan hak suaramu,neutral,
Buat semuanya #AyoSiapSiapNyoblos karena suaramu sangat menentuman intuk indonesia lebih baik.,Miranti,0,0.0,0.0,2024-02-12T11:00:02.000Z,Buat semuanya karena suaramu sangat menentuman untuk indonesia lebih baik.,positive,intuk
simak yg perlu dibawa ke tps nanti yaa #AyoSiapSiapNyoblos dan jangan sampai golput guys,pepe,0,0.0,0.0,2024-02-12T11:00:00.000Z,simak yg perlu dibawa ke tps nanti Ya dan jangan sampai golput guys,neutral,
Gunakan hak pilih dengan baik dan benar ya #AyoSiapSiapNyoblos,sambalati,0,0.0,0.0,2024-02-12T11:00:38.000Z,Gunakan hak pilih dengan baik dan benar ya,neutral,
"#AyoSiapSiapNyoblos guys tinggal menghitung hari ni, suara kita sangat berarti",Dwita komar,0,0.0,0.0,2024-02-12T10:25:31.000Z,"guys tinggal menghitung hari ni, suara kita sangat berarti",positive,
jangann lupa tanggal 14 #AyoSiapSiapNyoblos,open shopee live gratisss,0,0.0,0.0,2024-02-12T10:13:08.000Z,jangann lupa tanggal 14,neutral,
"Yuk  gunakan hak suaramu untuk menentukan pilihan
#AyoSiapSiapNyoblos",yoga H.trendo,0,0.0,0.0,2024-02-12T10:26:57.000Z,ayo gunakan hak suaramu untuk menentukan pilihan,neutral,
"ayo jangan lewatkan kesempatan nyoblos kita, karna satu suara dari kita sangat berarti  #AyoSiapSiapNyoblos",saracakee,0,0.0,0.0,2024-02-12T10:27:48.000Z,"ayo jangan lewatkan kesempatan nyoblos kita, karna satu suara dari kita sangat berarti",positive,
Jgn lupa gaes datang ke TPS tgl 14 feb yaa. #AyoSiapSiapNyoblos,Dony,0,0.0,0.0,2024-02-12T10:23:19.000Z,jangan lupa guys datang ke TPS tanggal 14 februari ya.,neutral,
Kesempatan hanya 5 tahun sekali jangan sampai golput #AyoSiapSiapNyoblos,Brenda Feliz,0,0.0,0.0,2024-02-12T10:15:02.000Z,Kesempatan hanya 5 tahun sekali jangan sampai golput,negative,
Suara kita adalah kekuatan! #AyoSiapSiapNyoblos untuk mewujudkan masa depan yang lebih baik bagi Indonesia!,Dha,0,0.0,0.0,2024-02-12T10:38:07.000Z,Suara kita adalah kekuatan! untuk mewujudkan masa depan yang lebih baik bagi Indonesia!,positive,
5 warna surat suara pemilu tahun 2024 yang harus kalian tentukan pilihannya #AyoSiapSiapNyoblos,n,0,0.0,0.0,2024-02-12T11:00:02.000Z,5 warna surat suara pemilu tahun 2024 yang harus kalian tentukan pilihannya,neutral,
"Jangan sampe golput ya, karna suaramu sangat berharga untuk menentukan masa depan bangsa
#AyoSiapSiapNyoblos",Tirta,0,0.0,0.0,2024-02-12T10:21:20.000Z,"Jangan sampe golput ya, karna suaramu sangat berharga untuk menentukan masa depan bangsa",positive,
"Gas dongg ,karena golput bukan pilihan tepat
#AyoSiapSiapNyoblos",cakuel,0,0.0,0.0,2024-02-12T10:17:24.000Z,"Gas dongg ,karena golput bukan pilihan tepat",negative,
Jangan lupa ya nyoblos #AyoSiapSiapNyoblos,Sfura,0,0.0,0.0,2024-02-12T10:44:49.000Z,Jangan lupa ya nyoblos,negative,
"Bayangkan betapa berharganya suara kita untuk perjalanan bangsa 5 tahun ke depan 
#AyoSiapSiapNyoblos",Devalaks,0,0.0,0.0,2024-02-12T10:21:47.000Z,Bayangkan betapa berharganya suara kita untuk perjalanan bangsa 5 tahun ke depan,positive,
Momen penting untuk berpesta demokrasi! Jadilah bagian dari perubahan dengan menggunakan hak pilihmu. #AyoSiapSiapNyoblos,Ashokabarsha,0,0.0,0.0,2024-02-12T11:59:53.000Z,Momen penting untuk berpesta demokrasi! Jadilah bagian dari perubahan dengan menggunakan hak pilihmu.,neutral,
#AyoSiapSiapNyoblos bakalan semangat dong demi pilihan terbaik kami,uus,0,0.0,0.0,2024-02-12T10:13:48.000Z,bakalan semangat dong demi pilihan terbaik kami,positive,
suara kita sangat berharga makanya jangan golput yess #AyoSiapSiapNyoblos,Galenn,0,0.0,0.0,2024-02-12T10:47:33.000Z,suara kita sangat berharga makanya jangan golput yes,positive,
"Jangan sampai golput gaesss. Satu suara kalian sangat berarti
#AyoSiapSiapNyoblos",Fifi,0,0.0,0.0,2024-02-12T10:24:24.000Z,Jangan sampai golput guys. Satu suara kalian sangat berarti,positive,
"ayo datang ke tps karena suaramu adalah masa depanmu 
#AyoSiapSiapNyoblos",N,0,0.0,0.0,2024-02-12T10:39:58.000Z,ayo datang ke tps karena suaramu adalah masa depanmu,neutral,
"jgn sampe golput ya, soalnya suara mu itu berharga banget #AyoSiapSiapNyoblos",miaw,0,0.0,0.0,2024-02-12T10:55:39.000Z,"jangan sampe golput ya, soalnya suara mu itu berharga banget",positive,
semuanya #AyoSiapSiapNyoblos tgl 14 februari 2024 jgn lupa datang ke TPS ya,zahra,0,0.0,0.0,2024-02-12T10:32:02.000Z,semuanya tanggal 14 februari 2024 jangan lupa datang ke TPS ya,neutral,
#AyoSiapSiapNyoblos dan gunakan hak pilih kita,Guedhafa,0,0.0,0.0,2024-02-12T10:56:41.000Z,dan gunakan hak pilih kita,neutral,
berikan suaramu untuk bangsa #AyoSiapSiapNyoblos,Indah,0,0.0,0.0,2024-02-12T10:26:42.000Z,berikan suaramu untuk bangsa,positive,
#AyoSiapSiapNyoblos guyss sebentar lagi kita harus memilih pemimpin utk masa depan Indonesia,DelimaNafiah,0,0.0,0.0,2024-02-12T10:11:42.000Z,guys sebentar lagi kita harus memilih pemimpin utk masa depan Indonesia,neutral,
Berikan suara kita demi kemajuan bangsa. #AyoSiapSiapNyoblos untuk indonesia lebih baik,Aduskali,0,0.0,0.0,2024-02-12T10:50:50.000Z,Berikan suara kita demi kemajuan bangsa. untuk indonesia lebih baik,positive,
Harus siapkan nih buat coblos tgl 14 ya  #AyoSiapSiapNyoblos,Zeena Hyun,0,0.0,0.0,2024-02-12T10:52:37.000Z,Harus siapkan nih buat coblos tanggal 14 ya,neutral,
Kita rayakan pesta demokrasi #AyoSiapSiapNyoblos ke tps setempat,Cham_M,0,0.0,0.0,2024-02-12T10:13:35.000Z,Kita rayakan pesta demokrasi ke tps setempat,neutral,
pemilu damai ayo jangan lupa kita nyoblos ke TPS #AyoSiapSiapNyoblos,Julie,0,0.0,0.0,2024-02-12T11:02:33.000Z,pemilu damai ayo jangan lupa kita nyoblos ke TPS,negative,
"Gasabar banget mau nyoblos
#AyoSiapSiapNyoblos",Shina Rin,0,0.0,0.0,2024-02-12T10:35:34.000Z,nggak sabar banget mau nyoblos,negative,
"gunakan hak pilih kalian ges, suara kita berharga untuk masa depan negara ini #AyoSiapSiapNyoblos",jasmine,0,0.0,0.0,2024-02-12T11:00:37.000Z,"gunakan hak pilih kalian ges, suara kita berharga untuk masa depan negara ini",positive,
"Gunain suara kalian gaes, untuk masa depan yang lebih baik #AyoSiapSiapNyoblos",fah“”,0,0.0,0.0,2024-02-12T10:17:22.000Z,"Gunain suara kalian guys, untuk masa depan yang lebih baik",neutral,
siapkan diri kalian #AyoSiapSiapNyoblos gunakan hak suara kita dengan baik,imagination,0,0.0,0.0,2024-02-12T10:14:03.000Z,siapkan diri kalian gunakan hak suara kita dengan baik,neutral,
"#AyoSiapSiapNyoblos dan gunakan hak pilihmu karna suaramu menentukan masa depan Bangsa, jangan sampe golput ya bestie",Cally,0,0.0,0.0,2024-02-12T10:33:51.000Z,"dan gunakan hak pilihmu karna suaramu menentukan masa depan Bangsa, jangan sampe golput ya bestie",positive,
Saatnya kita rayakan pesta demokrasi #AyoSiapSiapNyoblos,675,0,0.0,0.0,2024-02-12T10:14:51.000Z,Saatnya kita rayakan pesta demokrasi,neutral,
#AyoSiapSiapNyoblos jangan sampai suara kamu hangus gak terpakai,Sherly Fu,0,0.0,0.0,2024-02-12T10:19:28.000Z,jangan sampai suara kamu hangus gak terpakai,negative,
"Semua jangan lupa datang dan berikan hak suaramu demi indonesia yang lebih maju 
#AyoSiapSiapNyoblos",sada,0,0.0,0.0,2024-02-12T10:23:37.000Z,Semua jangan lupa datang dan berikan hak suaramu demi indonesia yang lebih maju,positive,
Bersiap gais tanggal 14 kita #AyoSiapSiapNyoblos,bubi,0,0.0,0.0,2024-02-12T10:27:26.000Z,Bersiap guys tanggal 14 kita,neutral,
Jangan sampai golput lo ya #AyoSiapSiapNyoblos,Dwi Permatasari,0,0.0,0.0,2024-02-12T10:14:30.000Z,Jangan sampai golput lo ya,negative,
Satu suara akan menentukan masa depan Indonesia #AyoSiapSiapNyoblos,enhii,0,0.0,0.0,2024-02-12T10:41:37.000Z,Satu suara akan menentukan masa depan Indonesia,neutral,
"untuk 5 tahun kedepan, suara kita sangat berarti #AyoSiapSiapNyoblos dan wajib dtg ke tps ya tanggal 14 ini",tinton1612,0,0.0,0.0,2024-02-12T10:19:16.000Z,"untuk 5 tahun kedepan, suara kita sangat berarti dan wajib dtg ke tps ya tanggal 14 ini",positive,
Siapkan diri mu sama sama #AyoSiapSiapNyoblos dan gunakan hak suara kamu pada 14 februari ini,rantya,0,0.0,0.0,2024-02-12T10:16:37.000Z,Siapkan diri mu sama sama dan gunakan hak suara kamu pada 14 februari ini,neutral,
"Pokoknya #AyoSiapSiapNyoblos yaa, gunakan hak pilihmu sesuai hati nurani mu",tobeliungu,0,0.0,0.0,2024-02-12T10:22:09.000Z,"Pokoknya ya, gunakan hak pilihmu sesuai hati nurani mu",neutral,
wah ini dia ayo siap siap #AyoSiapSiapNyoblos,sunfloraa,0,0.0,0.0,2024-02-12T11:07:54.000Z,wah ini dia ayo siap siap,positive,
Ayoo datang ke tps dan amankan suara kita untuk indonesia lebih maju lagi #AyoSiapSiapNyoblos,chv,0,0.0,0.0,2024-02-12T10:15:15.000Z,Ayo datang ke tps dan amankan suara kita untuk indonesia lebih maju lagi,negative,
siap melakukan yg terbaik nyoblos yg terbaik juga #AyoSiapSiapNyoblos,sil,0,0.0,0.0,2024-02-12T10:23:05.000Z,siap melakukan yg terbaik nyoblos yg terbaik juga,positive,
semangat ya kita gunakan hak pilih kita #AyoSiapSiapNyoblos,Arham,0,0.0,0.0,2024-02-12T10:50:42.000Z,semangat ya kita gunakan hak pilih kita,positive,
"Gak sabar nihh bentar lagii mauu pemilu uhuyyy
#AyoSiapSiapNyoblos",Troy Bauer,0,0.0,0.0,2024-02-12T10:26:44.000Z,Gak sabar nihh bentar lagii mauu pemilu uhuyyy,negative,
"harus ingat tggal 14, pemilu serentak, ingat bawa persyaratan wajib pilih, ingat warna2nya yah jangan sampe bingung #AyoSiapSiapNyoblos",suci widawati,0,0.0,0.0,2024-02-12T11:43:59.000Z,"harus ingat tanggal 14, pemilu serentak, ingat bawa persyaratan wajib pilih, ingat warna2nya yah jangan sampe bingung",neutral,tggal
Jangan sampe golput yaa #AyoSiapSiapNyoblos,Casey_1,0,0.0,0.0,2024-02-12T10:13:49.000Z,Jangan sampe golput ya,negative,
mulai sekarang #AyoSiapSiapNyoblos gunakan suara kalian dengan baik,Fea,0,0.0,0.0,2024-02-12T10:15:43.000Z,mulai sekarang gunakan suara kalian dengan baik,neutral,
Gunakan hak pilihmu #AyoSiapSiapNyoblos,Fahri,0,0.0,0.0,2024-02-12T10:42:40.000Z,Gunakan hak pilihmu,neutral,
Kita suarakan #AyoSiapSiapNyoblos untuk paslon pilihan kita masing masing,Marksteven,0,0.0,0.0,2024-02-12T10:34:55.000Z,Kita suarakan untuk paslon pilihan kita masing masing,neutral,
Siap min. Kami akan siap memberikan suara. #AyoSiapSiapNyoblos untuk menentukan lima tahun ke depan.,gitazz11,0,0.0,0.0,2024-02-12T10:36:14.000Z,Siap min. Kami akan siap memberikan suara. untuk menentukan lima tahun ke depan.,neutral,
Jangan sampai golput ya #AyoSiapSiapNyoblos satu suara sangat berharga,mantop,0,0.0,0.0,2024-02-12T10:55:04.000Z,Jangan sampai golput ya satu suara sangat berharga,positive,
"Tentukan suaramu dari hati nurani guys 
#AyoSiapSiapNyoblos",Jin jiu,0,0.0,0.0,2024-02-12T10:15:58.000Z,Tentukan suaramu dari hati nurani guys,neutral,
Jgn lupa ke tps tanggal 14 feb nanti buat nyoblos #AyoSiapSiapNyoblos,swastadita,0,0.0,0.0,2024-02-12T11:52:27.000Z,jangan lupa ke tps tanggal 14 februari nanti buat nyoblos,neutral,
Yuuk semangat berprestasi demokrasi untuk lndonesia yang lebih baik dan #AyoSiapSiapNyoblos,Sya,0,0.0,0.0,2024-02-12T10:45:36.000Z,Ayo semangat berprestasi demokrasi untuk lndonesia yang lebih baik dan,positive,
nah betul sekali intinya emg begitu #AyoSiapSiapNyoblos,ipajogja,0,0.0,0.0,2024-02-12T10:15:25.000Z,nah betul sekali intinya emg begitu,positive,
"gunakan hak pilih kita untuk #AyoSiapSiapNyoblos 24 februari nanti, mantapkan diri dan kepercayaan untuk calon pemimpin kita yang baru.",𝒪𝓇𝒾𝒶𝓃𝒶 𝐸𝒹𝑒𝓃,0,0.0,0.0,2024-02-12T10:14:57.000Z,"gunakan hak pilih kita untuk 24 februari nanti, mantapkan diri dan kepercayaan untuk calon pemimpin kita yang baru.",positive,
Yu guys #AyoSiapSiapNyoblos di tps tanggal 14 nanti jangan sampe golput deh,Furrr,0,0.0,0.0,2024-02-12T10:25:25.000Z,Ayo guys di tps tanggal 14 nanti jangan sampe golput deh,negative,
"pesta demokrasi bentar lagi dimulai ni guys, #AyoSiapSiapNyoblos calon pemimpin yg terbaik menurut kamu",Menteri Media,0,0.0,0.0,2024-02-12T11:00:47.000Z,"pesta demokrasi bentar lagi dimulai ni guys, calon pemimpin yg terbaik menurut kamu",positive,
"jangan sampai lupa dan jangan sampai salah tps. Suara kita sangat menentukan
#AyoSiapSiapNyoblos",☆,0,0.0,0.0,2024-02-12T10:26:31.000Z,jangan sampai lupa dan jangan sampai salah tps. Suara kita sangat menentukan,positive,
"Pokok mah #AyoSiapSiapNyoblos ke TPS demi mendapatkan pemimpin yang baik ,karena 1 suara aja sangat berharga",Lalanuy,0,0.0,0.0,2024-02-12T10:38:52.000Z,"Pokok mah ke TPS demi mendapatkan pemimpin yang baik ,karena 1 suara aja sangat berharga",positive,
"Dah jelas dong harus siap
#AyoSiapSiapNyoblos",Satuaja,0,0.0,0.0,2024-02-12T10:14:33.000Z,Dah jelas dong harus siap,negative,
hak pilihmu sangat berharga untuk Indonesia #AyoSiapSiapNyoblos,Yamnika,0,0.0,0.0,2024-02-12T10:14:15.000Z,hak pilihmu sangat berharga untuk Indonesia,positive,
Ayo jgn lupa dateng ke TPS tgl 14 februari #AyoSiapSiapNyoblos,moodtrejo_,0,0.0,0.0,2024-02-12T10:19:04.000Z,Ayo jangan lupa dateng ke TPS tanggal 14 februari,neutral,
setujuu ayo gunakan hak suara kita dengan bijak #AyoSiapSiapNyoblos,Dinda,0,0.0,0.0,2024-02-12T10:22:51.000Z,setuju ayo gunakan hak suara kita dengan bijak,neutral,
"#AyoSiapSiapNyoblos yah, ini adalah langkah yang sangat baik dalam memilih pemimpin terbaik",Jepri darmo,0,0.0,0.0,2024-02-12T10:13:23.000Z,ini adalah langkah yang sangat baik dalam memilih pemimpin terbaik,positive,
#AyoSiapSiapNyoblos gunakan hak pilih jangan golput,Dian,0,0.0,0.0,2024-02-12T10:37:03.000Z,gunakan hak pilih jangan golput,negative,
Jangan lupa tgl 14 Februari 2024 #AyoSiapSiapNyoblos,variyo putih,0,0.0,0.0,2024-02-12T10:25:20.000Z,Jangan lupa tanggal 14 Februari 2024,neutral,
Hayu gunakan hak suara untuk tanggal 14 #AyoSiapSiapNyoblos jangan sampai kita golput,Sultan Fairuz Setiawan,0,0.0,0.0,2024-02-12T10:33:01.000Z,Ayo gunakan hak suara untuk tanggal 14 jangan sampai kita golput,negative,
buat kalian semua yang sudah punya hak pilih #AyoSiapSiapNyoblos di 14 Pebruari nanti,Oldervia Hapsari,0,0.0,0.0,2024-02-12T10:13:10.000Z,buat kalian semua yang sudah punya hak pilih di 14 Pebruari nanti,neutral,
"Yuk disimak dulu biar tdk bingung pas di TPS 
#AyoSiapSiapNyoblos",Berata Yunira,0,0.0,0.0,2024-02-12T10:57:47.000Z,ayo disimak dulu biar tdk bingung pas di TPS,neutral,
Yuk warga Indonesia gunakan hak suara kita untuk memilih pemimpin #AyoSiapSiapNyoblos,Larisya,0,0.0,0.0,2024-02-12T10:36:04.000Z,ayo warga Indonesia gunakan hak suara kita untuk memilih pemimpin,neutral,
ayo gaes jangan nyia nyiain suara kita #AyoSiapSiapNyoblos,aya,0,0.0,0.0,2024-02-12T10:24:37.000Z,ayo guys jangan nyia nyiain suara kita,negative,
suara kita sangat berharga #AyoSiapSiapNyoblos,it's sawturn,0,0.0,0.0,2024-02-12T11:45:58.000Z,suara kita sangat berharga,positive,
Kuyy suara kita jangan sampe di salah gunakan jadi gunakan hak pilih dengan bijak #AyoSiapSiapNyoblos,coffecaramel,0,0.0,0.0,2024-02-12T10:19:36.000Z,ayo suara kita jangan sampe di salah gunakan jadi gunakan hak pilih dengan bijak,negative,
"jangan sampe golput, dateng ke tps tanggal 14 nanti #AyoSiapSiapNyoblos",cella,0,0.0,0.0,2024-02-12T10:46:40.000Z,"jangan sampe golput, dateng ke tps tanggal 14 nanti",negative,
"Jangan sampai salah pilih. 
#AyoSiapSiapNyoblos",Abba ,0,0.0,0.0,2024-02-12T12:04:05.000Z,Jangan sampai salah pilih.,neutral,
Jangan lupa ya tgl 14 feb coblos #AyoSiapSiapNyoblos,Yaaa Shint,0,0.0,0.0,2024-02-12T10:51:45.000Z,Jangan lupa ya tanggal 14 februari coblos,neutral,
Gunakan hak suara kita untuk memilih pemimpin masa depan Indonesia #AyoSiapSiapNyoblos,ayumi,0,0.0,0.0,2024-02-12T10:17:18.000Z,Gunakan hak suara kita untuk memilih pemimpin masa depan Indonesia,neutral,
Gaskeun sih ke TPS ini gak boleh golput #AyoSiapSiapNyoblos,Key Mina,0,0.0,0.0,2024-02-12T10:17:58.000Z,Gaskeun sih ke TPS ini gak boleh golput,negative,
Setiap suara memiliki dampaknya sendiri. Mari kita semua #AyoSiapSiapNyoblos dan berpartisipasi dalam menentukan arah bangsa!,Nnya,0,0.0,0.0,2024-02-12T10:38:22.000Z,Setiap suara memiliki dampaknya sendiri. Mari kita semua dan berpartisipasi dalam menentukan arah bangsa!,neutral,
Yuk guys kita gunakan hak suara kita #AyoSiapSiapNyoblos demi masa depan yg lebih baik,Veena Kirania,0,0.0,0.0,2024-02-12T10:32:57.000Z,ayo guys kita gunakan hak suara kita demi masa depan yg lebih baik,neutral,
"Pemasangan spanduk yg dilakukan Polresta Pekanbaru bertujuan utk meningkatkan partisipasi masyarakat dlm pemilu 2024

#AyoSiapSiapNyoblos",Wizzel,5,11.0,9.0,2024-02-12T12:00:29.000Z,Pemasangan spanduk yg dilakukan Polresta Pekanbaru bertujuan utk meningkatkan partisipasi masyarakat dalam pemilu 2024,neutral,dlm
"ayo gunakan hak pilih kamu di 14 feb nanti, jangan golput ya demi indonesia yang lebih baik #AyoSiapSiapNyoblos",i love me,0,0.0,0.0,2024-02-12T10:35:15.000Z,"ayo gunakan hak pilih kamu di 14 februari nanti, jangan golput ya demi indonesia yang lebih baik",neutral,
"Cek dulu guys apakah kalian sudah terdaftar untuk menjadi pencoblos. Ingat jangan golput

#AyoSiapSiapNyoblos",Yus,4,7.0,6.0,2024-02-12T12:05:00.000Z,Cek dulu guys apakah kalian sudah terdaftar untuk menjadi pencoblos. Ingat jangan golput,neutral,
"jaman sekarang masi golput? yang bener aja rugi dong, yok siapkan dirimu buat pilih pemimpin untuk 5 tahun kedepan #AyoSiapSiapNyoblos",iwid,0,0.0,0.0,2024-02-12T10:19:28.000Z,"jaman sekarang masi golput? yang bener aja rugi dong, Ayo siapkan dirimu buat pilih pemimpin untuk 5 tahun kedepan",negative,
"jangan lupa coblos nomor pilihan kalian yaa, gunakan hak pilih mu buat masa depan Indonesia #AyoSiapSiapNyoblos",샤𒈔⁵,0,0.0,0.0,2024-02-12T10:45:00.000Z,"jangan lupa coblos nomor pilihan kalian ya, gunakan hak pilih mu buat masa depan Indonesia",neutral,
#AyoSiapSiapNyoblos karena satu suara kita sangatlah berharga maka gunakan hak pilih dengan baik,Serilia,0,0.0,0.0,2024-02-12T10:44:04.000Z,karena satu suara kita sangatlah berharga maka gunakan hak pilih dengan baik,positive,
"Ayo gais jangan sampe golput nih, mari kita memberikan suara demi masa depan Indonesia yang lebih baik

#AyoSiapSiapNyoblos",Bry Key,0,0.0,0.0,2024-02-12T11:02:34.000Z,"Ayo guys jangan sampe golput nih, mari kita memberikan suara demi masa depan Indonesia yang lebih baik",positive,
jangan golput guys yuk datang ke tps #AyoSiapSiapNyoblos,rhettbri,0,0.0,0.0,2024-02-12T10:16:11.000Z,jangan golput guys ayo datang ke tps,neutral,
"Kapolresta Pekanbaru Kombes Jeki Rahmat Mustika mengatakan pemasangan spanduk itu bertujuan meningkatkan partisipasi masyarakat dalam Pemilu 2024.
#AyoSiapSiapNyoblos",andra___,2,9.0,9.0,2024-02-12T12:01:05.000Z,Kapolresta Pekanbaru Kombes Jeki Rahmat Mustika mengatakan pemasangan spanduk itu bertujuan meningkatkan partisipasi masyarakat dalam Pemilu 2024.,neutral,
kawal pemilu sampai berjalan dengan lancar dan sukses #AyoSiapSiapNyoblos,GXV64GZL4Y,0,0.0,0.0,2024-02-12T10:22:03.000Z,kawal pemilu sampai berjalan dengan lancar dan sukses,positive,
