text,author,reply,retweet,like,date,cleaned_text,non_baku,label,text_length
"Terima kasih Polri atas kinerjanya mengawal logistik pemilu 2024, mantap Polri",andibes518,0,0,0,2024-02-15T13:06:22.000Z,"Terima kasih Polri atas kinerjanya mengawal logistik pemilu 2024, mantap Polri",,positive,11
Kawal terus pemilu 2024 tetap semangat salam perubahan,Amin Algifari,0,0,0,2024-02-15T12:38:37.000Z,Kawal terus pemilu 2024 tetap semangat salam perubahan,,positive,8
"Kira-kira mana yang jadi jagoan kamu?

#DemokrasiSukses #Pemilu2024 KPPS Quick Count",PrabowoGibran,0,0,0,2024-02-15T13:12:18.000Z,Kira-kira mana yang jadi jagoan kamu?      KPPS Quick Count,,neutral,9
"Tantangan Distribusi Logistik Pemilu 2024 di Kabupaten Rokan Hulu Tepatnya Di Sungai Bunga, Sialang Jaya, Kec. RAMBAH",KPU Rokan Hulu,0,0,0,2024-02-15T13:52:46.000Z,"Tantangan Distribusi Logistik Pemilu 2024 di Kabupaten Rokan Hulu Tepatnya Di Sungai Bunga, Sialang Jaya, Kec. RAMBAH",,neutral,17
"joki essay tantang pemilu 2024 yang telah kita lakukan, kaya review gtt, drop fee lngsung yahh #zonauang",siapa ya,40,1,3,2024-02-15T13:33:45.000Z,"joki essay tantang pemilu 2024 yang telah kita lakukan, kaya review gtt, drop fee lngsung yahh",tntg,neutral,16
"hTetaps://koreri.com/2024/02/15/tiga-tps-di-kota-sorong-berpotensi-psu-terindikasi-langgar-aturan-pemilu/

Tiga TPS di Kota Sorong Berpotensi PSU, Terindikasi Langgar Aturan Pemilu

#korericom #jujurmemberitakan #Pilpres2024 #pemilu2024 #FYP",Koreri.com,0,0,0,2024-02-15T13:52:36.000Z,"Tiga TPS di Kota Sorong Berpotensi PSU, Terindikasi Langgar Aturan Pemilu",,neutral,11
"Apresiasi setinggi-tingginya untuk seluruh relawan yang terus mengungkap berbagai kecurangan di Pemilu 2024, kawal terus, kalian keren",𝐋𝐮𝐜𝐢𝐝 𝐃𝐫𝐞𝐚𝐦,0,0,0,2024-02-15T13:02:18.000Z,"Apresiasi setinggi-tingginya untuk seluruh relawan yang terus mengungkap berbagai kecurangan di Pemilu 2024, kawal terus, kalian keren",,positive,17
"Blak-blakan! Ketua KPU Akui Ada Ribuan TPS Salah Input Hasil Pemungutan Suara 
hTetaps://prbandungraya.pikiran-rakyat.com/nasional/pr-267720320/blak-blakan-ketua-kpu-akui-ada-ribuan-tps-salah-input-hasil-pemungutan-suara 

#Pemilu2024",Bandungraya.ID,0,1,1,2024-02-15T13:05:40.000Z,Blak-blakan! Ketua KPU Akui Ada Ribuan TPS Salah Input Hasil Pemungutan Suara,,neutral,12
"Banyak Data Sirekap Pemilu 2024 Tidak Sinkron, KPU Janji Segera Koreksi hTetap://dlvr.it/T2nS69 #Pemilu",LIPUTAN6,11,20,33,2024-02-15T13:47:14.000Z,"Banyak Data Sirekap Pemilu 2024 Tidak Sinkron, KPU Janji Segera Koreksi",,negative,11
"Yg pasti pemilu 2024 penuh KECURANGAN!!  
@KPU_ID
   
@bawaslu_RI",deni supriyadi,0,0,0,2024-02-15T13:29:15.000Z,Yg pasti pemilu 2024 penuh KECURANGAN!!,,negative,6
Segini Gaji Anggota DPR RI yang Dicoblos Masyarakat di Pemilu 2024 hTetap://dlvr.it/T2nJ7F #Bisnis,LIPUTAN6,0,0,0,2024-02-15T12:40:06.000Z,Segini Gaji Anggota DPR RI yang Dicoblos Masyarakat di Pemilu 2024,,negative,11
"[ #Pemilu2024 ] Hasil Quick Count Litbang Kompas, PPP Menanti Nasib untuk Lolos Parlemen
#AdadiKompas",Kompas Data,0,0,0,2024-02-15T13:03:42.000Z,"Hasil Quick Count Litbang Kompas, PPP Menanti Nasib untuk Lolos Parlemen",,neutral,13
"6 TPS di Lampung Berpotensi Pemungutan Suara Ulang

Lengkapnya baca 
hTetaps://lampung.rilis.id/Politika/Berita/6-TPS-di-Lampung-Berpotensi-Pemungutan-Suara-Ulang-6uoY6nL

#Pemilu2024",rilislampung,0,0,0,2024-02-15T13:42:24.000Z,6 TPS di Lampung Berpotensi Pemungutan Suara Ulang  Lengkapnya baca,,neutral,10
"BI mengatakan Pemilu 2024 berkontribusi terhadap pertumbuhan ekonomi. BI mencatat tingkat konsumsi nasional naik 0,6% karena pesta demokrasi.",DetikFinance,0,0,0,2024-02-15T13:15:56.000Z,"BI mengatakan Pemilu 2024 berkontribusi terhadap pertumbuhan ekonomi. BI mencatat tingkat konsumsi nasional naik 0,6% karena pesta demokrasi.",,neutral,18
"Innalillahi Dua Petugas KPPS Meninggal Dunia, Satu Alami Kecelakaan saat Mengantar Logistik Pemilu 2024 hTetaps://kuningan.pikiran-rakyat.com/berita/pr-537720462/innalillahi-dua-petugas-kpps-meninggal-dunia-satu-alami-kecelakaan-saat-mengantar-logistik-pemilu-2024 

#Pemilu2024 #KPPS #meninggaldunia #Pilpres2024 #QuickCount #Jokowi #pikiranrakyatkuningan",Pikiran Rakyat Kuningan,0,1,1,2024-02-15T13:44:23.000Z,"Innalillahi Dua Petugas KPPS Meninggal Dunia, Satu Alami Kecelakaan saat Mengantar Logistik Pemilu 2024",,neutral,14
"Ketua MUI ajak pegawai hasil pemilu 2024

#NusantaraCS",Sulisati,0,0,1,2024-02-15T12:37:18.000Z,Ketua MUI ajak pegawai hasil pemilu 2024,,neutral,7
"Relawan dan simpatisan turut memeriahkan acara Mengawal Suara Rakyat Prabowo Gibran  

#Prabowo #prabowosubianto #PrabowoGibran #prabowogibran2024 #DemokrasiSukses #Pemilu2024 KPPS Quick Count",PrabowoGibran,0,0,2,2024-02-15T13:42:12.000Z,Relawan dan simpatisan turut memeriahkan acara Mengawal Suara Rakyat Prabowo Gibran                KPPS Quick Count,,neutral,14
"Intip Yuk! Hasil Penghitungan Suara Sementara Caleg Artis di DKI Jakarta

hTetaps://nusantaratv.com/showbiz/intip-yuk-hasil-penghitungan-suara-sementara-caleg-artis-di-dki-jakarta

#Pemilu2024 #penghitungansuara #caleg #artisindonesia #Pilpres2024",Official NusantaraTv,0,0,0,2024-02-15T12:33:36.000Z,Intip Yuk! Hasil Penghitungan Suara Sementara Caleg Artis di DKI Jakarta,,neutral,11
Kegiatan Pengecekan PPK Pasca Pemungutan Suara Pemilu 2024 di Wilayah Kota Citebon Oleh Polres Cirebon Kota,Polres cirebon kota,0,0,1,2024-02-15T13:42:11.000Z,Kegiatan Pengecekan PPK Pasca Pemungutan Suara Pemilu 2024 di Wilayah Kota Cirebon Oleh Polres Cirebon Kota,Citebon,neutral,16
Dua Petugas KPPS Pemilu 2024 di Makassar Meninggal Diduga Kelelahan,IDN Times Sulsel,0,1,0,2024-02-15T13:00:04.000Z,Dua Petugas KPPS Pemilu 2024 di Makassar Meninggal Diduga Kelelahan,,neutral,10
"KPU dan Bawaslu Bantul Optimistis Angka Partisipasi Masyarakat saat Pemilu 2024 di Atas 80,3 persen hTetaps://jogjapolitan.harianjogja.com/read/2024/02/15/511/1164996/kpu-dan-bawaslu-bantul-optimistis-angka-partisipasi-masyarakat-saat-pemilu-2024-di-atas-803-persen?utm_source=dlvr.it&utm_medium=twitter #beritajogja #jogja #jogjaistimewa",Harian Jogja,0,0,0,2024-02-15T13:22:08.000Z,"KPU dan Bawaslu Bantul Optimistis Angka Partisipasi Masyarakat saat Pemilu 2024 di Atas 80,3 persen",,neutral,15
"Airlangga Hartarto: Jujur dan Damai, Optimis Pemilu 2024 Satu Putaran!

hTetaps://kabargolkar.com/read/kabar_nasional/36940/airlangga-hartarto-jujur-dan-damai-optimis-pemilu-2024-satu-putaran-

#golkar #kabargolkar #golkarindonesia #airlanggahartarto #golkar2024 #golkarsolid #golkarprabowo #pemilu2024 #pemiludamai #pemilu #prabowogibran",𝙆𝙖𝙗𝙖𝙧 𝙂𝙤𝙡𝙠𝙖𝙧,0,0,4,2024-02-15T13:47:00.000Z,"Airlangga Hartarto: Jujur dan Damai, Optimis Pemilu 2024 Satu Putaran!",,neutral,10
"Putaran kedua
Pemilu 2024
#01x03",Majapahits,0,0,0,2024-02-15T12:37:55.000Z,Putaran kedua Pemilu 2024,,neutral,4
"Hanya dalam pemerintahan Presiden Jokowi olahraga Indonesia membuahkan hasil prestasi yang melimpah.
-
#OlahragaIndonesiaMaju #Pemilu2024 Siapa Sangka Komeng",Ini Nih Viral,0,0,0,2024-02-15T13:50:21.000Z,Hanya dalam pemerintahan Presiden Jokowi olahraga Indonesia membuahkan hasil prestasi yang melimpah. -     Siapa Sangka Komeng,,positive,16
KRPD Dorong Persatuan Nasional Pasca Pemilu 2024,tvOnenews,0,0,1,2024-02-15T13:03:13.000Z,KRPD Dorong Persatuan Nasional Pasca Pemilu 2024,,neutral,7
"Kecanggihan Command Center Polda Sumut Amankan Pemilu 2024, Pantau Personel hingga Pulau Terpencil
 
hTetaps://medan.tribunnews.com/2024/02/15/kecanggihan-command-center-polda-sumut-amankan-pemilu-2024-pantau-personel-hingga-pulau-terpencil via 
@tribunnews",Tribun Medan,0,0,0,2024-02-15T13:12:54.000Z,"Kecanggihan Command Center Polda Sumut Amankan Pemilu 2024, Pantau Personel hingga Pulau Terpencil    via",,neutral,14
Coblosan di Dalam Penjara #Pemilu2024,INTI JATIM,0,0,1,2024-02-15T13:46:49.000Z,Coblosan di Dalam Penjara,,negative,4
Bawaslu mengungkap adanya 13 permasalahan dalam proses pemungutan suara Pemilu 2024,SINDOnews,0,0,0,2024-02-15T12:40:00.000Z,Bawaslu mengungkap adanya 13 permasalahan dalam proses pemungutan suara Pemilu 2024,,neutral,11
"norak banget lol, setiap orang punya hak pilih masing"". hubungan nya namjoon gua sama pemilu 2024 apaan anjg",thv,0,0,0,2024-02-15T12:58:48.000Z,"norak banget lol, setiap orang punya hak pilih masing"". hubungan nya namjoon gua sama pemilu 2024 apaan anjg",,negative,18
Babinsa Dan Bhabinkamtibmas di HST Amankan Tempat Pemungutan Suara Pemilu 2024,Tatag Gianyar,0,0,1,2024-02-15T12:52:34.000Z,Babinsa Dan Bhabinkamtibmas di HST Amankan Tempat Pemungutan Suara Pemilu 2024,,neutral,11
Us seeing the downfall of our own country #Pemilu2024,Tannya,0,0,0,2024-02-15T13:02:03.000Z,Us seeing the downfall of our own country,,neutral,8
"sehingga pelaksanaan Pemungutan Suara pada Pemilu 2024 di Kota Yogyakarta berlangsung aman, damai, dan kondusif.

____________
#patrolijogja #poldajogja #polresjogja #polsekjetisjogja #pemilujogjadamai

@Spripim_Polri


@DivHumas_Polri


@poldajogja
 

@polresjogja",POLSEK JETIS JOGJA,0,0,0,2024-02-15T12:52:53.000Z,"sehingga pelaksanaan Pemungutan Suara pada Pemilu 2024 di Kota Yogyakarta berlangsung aman, damai, dan kondusif.",,positive,16
"Saat penghitungan surat suara Pemilu 2024 di TPS, seorang saksi PAN Bondowoso meninggal dunia akibat kelelahan.",Ngopibareng.id,0,0,0,2024-02-15T13:11:06.000Z,"Saat penghitungan surat suara Pemilu 2024 di TPS, seorang saksi PAN Bondowoso meninggal dunia akibat kelelahan.",,neutral,16
"kayaknya salah tempat
#Vtubers #vtuberid #vtuber #vtubermemes #vtuberclips #vtuberindonesia #nganggurlembur #Pemilu2024",Mocha & Mochi Aren【Nganggur Lembur】| VTuberID,0,0,2,2024-02-15T13:10:38.000Z,kayaknya salah tempat,,negative,3
Polda Jambi Turunkan Personel Biddokes untuk Cek Kesehatan Petugas Pemilu 2024 di TPS,Jambi Independent Online,0,0,0,2024-02-15T13:48:12.000Z,Polda Jambi Turunkan Personel Biddokes untuk Cek Kesehatan Petugas Pemilu 2024 di TPS,,neutral,13
"REAL Count KPU Pemilu 2024 DPRD Provinsi Dapil Kalbar 1, Caleg PKB Roby Nazarudin Sementara Unggul
 
hTetaps://pontianak.tribunnews.com/2024/02/15/real-count-kpu-pemilu-2024-dprd-provinsi-dapil-kalbar-1-caleg-pkb-roby-nazarudin-sementara-unggul lewat 
@tribunnews",Tribun Pontianak,0,0,0,2024-02-15T13:28:05.000Z,"REAL Count KPU Pemilu 2024 DPRD Provinsi Dapil Kalbar 1, Caleg PKB Roby Nazarudin Sementara Unggul    lewat",,neutral,17
BADAN Pengawas Pemilu (Bawaslu) RI menemukan sejumlah masalah pada pemungutan dan penghitungan suara Pemilu 2024.,Media Indonesia,0,1,3,2024-02-15T12:40:00.000Z,BADAN Pengawas Pemilu (Bawaslu) RI menemukan sejumlah masalah pada pemungutan dan penghitungan suara Pemilu 2024.,,neutral,15
"Keberhasilan Gerindra Sebagai Partai Pemenang Pemilu 2024 Kuansing, Ini Keberhasilan Siapa?",POROS KUANSING,0,0,0,2024-02-15T13:51:32.000Z,"Keberhasilan Gerindra Sebagai Partai Pemenang Pemilu 2024 Kuansing, Ini Keberhasilan Siapa?",,neutral,11
"LOWONGAN KERJA INTI NYA GROUP hTetaps://loker234.com/lowongan-kerja-inti-nya-group-2/

KPPS
Jokowi
Vina
#Pemilu2024
Uhuy
Komeng
RIP Demokrasi
Gibran
Senayan
Cape
PDIP",LOWONGAN APDET !,0,0,0,2024-02-15T13:44:27.000Z,LOWONGAN KERJA INTI NYA GROUP   KPPS Jokowi Vina   Uhuy Komeng RIP Demokrasi Gibran Senayan Cape PDIP,,neutral,16
Kartu Kuning dan Merah di Aksi Kamisan #Pemilu2024 #AdadiKompas,Harian Kompas,0,5,7,2024-02-15T13:49:46.000Z,Kartu Kuning dan Merah di Aksi Kamisan,,neutral,7
"Yang menang merayakan
Yang kalah menjelaskan.
#Pemilu2024",Neppinn,0,0,0,2024-02-15T13:33:47.000Z,Yang menang merayakan Yang kalah menjelaskan.,,negative,6
"Jelang Pemilu 2024, Kalapas Kontrol TPS 901 dan 902 di LPP Martapura

hTetaps://kompasiana.com/lapasperempuanmtp/65cd834312d50f1f613c1472/jelang-pemilu-2024-kalapas-kontrol-tps-901-dan-902-di-lpp-martapura


@kumham_kalsel


@lppmartapura

#lppmartapura
#ASNPilihNETRAL
FaisolAli | Lilis Yuaningsih",Lapas Perempuan Kelas IIA Martapura,0,15,15,2024-02-15T12:50:46.000Z,"Jelang Pemilu 2024, Kalapas Kontrol TPS 901 dan 902 di LPP Martapura                FaisolAli | Lilis Yuaningsih",,neutral,16
"begimane ceritanya ini bisa 3.5 juta

#Pemilu2024
#KawalPemilu
#KawalPemilu2024",Adriel/Reuben?,2,0,0,2024-02-15T12:41:21.000Z,begimane ceritanya ini bisa 3.5 juta,begimane,negative,6
"Mari Simak! CPNS 2024 Segera Dibuka, Begini Syarat yang Wajib Diketahui Bagi Calon Pelamar
#CPNS2024 #ASNPilihNETRAL
#ASNGBETA #ASNGBETA
#Pemilu2024 #uhuy #Jokowi
#Soeharto
 hTetaps://klikpendidikan.id/news/amp/35811875347/mari-simak-cpns-2024-segera-dibuka-begini-syarat-yang-wajib-diketahui-bagi-calon-pelamar",Ebyfaiz,0,0,0,2024-02-15T12:54:10.000Z,"Mari Simak! CPNS 2024 Segera Dibuka, Begini Syarat yang Wajib Diketahui Bagi Calon Pelamar",,neutral,14
Pemilih Tidak Terdaftar hingga Perampasan KoTidak Suara Warnai Dugaan Pelanggaran Pemilu di Maluku #Pemilu2024 #AdadiKompas,Harian Kompas,0,2,4,2024-02-15T13:05:07.000Z,Pemilih Tidak Terdaftar hingga Perampasan KoTidak Suara Warnai Dugaan Pelanggaran Pemilu di Maluku,,neutral,13
"Deretan Potret TPS Unik di Momen Pemilu 2024,Dominasi Warna Pink Hingga Bertema Proyek hTetap://dlvr.it/T2nQnM",kapanlagicom,0,0,0,2024-02-15T13:34:38.000Z,"Deretan Potret TPS Unik di Momen Pemilu 2024,Dominasi Warna Pink Hingga Bertema Proyek",,neutral,13
"Para politisi terlihat datang di acara Mengawal Suara Rakyat Prabowo Gibran  

#Prabowo #prabowosubianto #PrabowoGibran #prabowogibran2024 #DemokrasiSukses #Pemilu2024 KPPS Quick Count",PrabowoGibran,0,0,0,2024-02-15T13:38:16.000Z,Para politisi terlihat datang di acara Mengawal Suara Rakyat Prabowo Gibran                KPPS Quick Count,,neutral,14
"Inget kata2 ini, Apakah diterapkan di Pemilu 2024?",Perjuangan Rakyat,0,0,0,2024-02-15T13:52:43.000Z,"Inget kata2 ini, Apakah diterapkan di Pemilu 2024?",,neutral,8
"#Pemilu2024 
#aniesbaswedan 
#jokowi 
#pdip 
Penjelasan KPU",cing hua,0,1,0,2024-02-15T13:51:29.000Z,Penjelasan KPU,,neutral,2
"Alhamdulillah td ada kesalahan & sdh diperbaiki, sekarang kembali ke angka 56% 
#Pemilu2024",̟,0,2,0,2024-02-15T13:24:05.000Z,"Alhamdulillah td ada kesalahan & sdh diperbaiki, sekarang kembali ke angka 56%",,neutral,12
Suasana Pemungutan Suara Pemilu 2024 di Kampung Karang Tengah,Kompasiana,0,0,0,2024-02-15T13:42:34.000Z,Suasana Pemungutan Suara Pemilu 2024 di Kampung Karang Tengah,,neutral,9
"Momen Emil Dardak dan Arumi Bachsin jalan-jalan dan kulineran di Kuta Bali

#EmilDardak #WagubJatim #ArumiBachsin #WagubEmil #InfoJatim #JawaTimur #Jatim #BeritaJatim #KabarJatim #Pemilu #Pemilu2024 #Prabowo #Gibran #Komeng #PrabowoPresiden",Griya Bacaku,0,0,1,2024-02-15T13:20:56.000Z,Momen Emil Dardak dan Arumi Bachsin jalan-jalan dan kulineran di Kuta Bali,,neutral,12
Tim Hukum Anies-Muhaimin sedang mengumpulkan bukti-bukti terkait dugaan pelanggaran dalam Pemilu 2024.,Kompas.com,0,3,5,2024-02-15T13:38:05.000Z,Tim Hukum Anies-Muhaimin sedang mengumpulkan bukti-bukti terkait dugaan pelanggaran dalam Pemilu 2024.,,neutral,12
Kok bisa PDIP menang pemilu 2024! Wah pemilu kali ini jelas curang! Pemilu terburuk setelah era reboisasi!!,md_zigyt,0,0,0,2024-02-15T13:16:19.000Z,Kok bisa PDIP menang pemilu 2024! Wah pemilu kali ini jelas curang! Pemilu terburuk setelah era reboisasi!!,,negative,17
"Framing Pasca Pemilu 2024, Timnas AMIN: Hitung Cepat Lembaga Survei Salah Total di Pilkada DKI 2017",Share berita Ponorogo Jatim,0,0,0,2024-02-15T12:59:14.000Z,"Framing Pasca Pemilu 2024, Timnas AMIN: Hitung Cepat Lembaga Survei Salah Total di Pilkada DKI 2017",,neutral,16
Foto: Supervisi Rekapitulasi Suara Pemilu 2024 di KPU #focus #pilpres2024 #news #text,kumparan,0,0,1,2024-02-15T13:13:38.000Z,Foto: Supervisi Rekapitulasi Suara Pemilu 2024 di KPU,,neutral,8
"JAMBI HARI INI : (Kamis, 15 Februari 2024), Animo masyarakat provinsi Jambi tinggi pada pemilu 2024.

#pilihanrakyatindonesia
#jambihariini
#tvrijambi
#tvrinasional
#mediapemersatubangsa",TVRI Jambi,0,0,1,2024-02-15T13:32:58.000Z,"JAMBI HARI INI : (Kamis, 15 Februari 2024), Animo masyarakat provinsi Jambi tinggi pada pemilu 2024.",,neutral,16
Kapolda Bali Cek Gudang Logistik Pemilu 2024,Kilas Bali,0,0,0,2024-02-15T13:48:58.000Z,Kapolda Bali Cek Gudang Logistik Pemilu 2024,,neutral,7
POV Pemilu 2024 :Silent Majority - Gmn hentakan kami di last minute,YusufHadi,0,0,0,2024-02-15T13:31:48.000Z,POV Pemilu 2024 :Silent Majority - Gmn hentakan kami di last minute,,neutral,12
Semua harus bersatu melawan kecurangan pemilu 2024.,Brandal Ciliwung,0,1,7,2024-02-15T13:27:30.000Z,Semua harus bersatu melawan kecurangan pemilu 2024.,,negative,7
Lawan Politik Respons Beragam Niat Prabowo Merangkul Semua Unsur #Pemilu2024 #AdadiKompas,Harian Kompas,1,0,0,2024-02-15T13:40:03.000Z,Lawan Politik Respons Beragam Niat Prabowo Merangkul Semua Unsur,,neutral,9
"[ #Pemilu2024 ] Kartu Kuning dan Merah di Aksi Kamisan
#AdadiKompas",Kompas Data,0,1,1,2024-02-15T13:53:22.000Z,Kartu Kuning dan Merah di Aksi Kamisan,,neutral,9
"Kepedulian Presiden Jokowi terhadap olahraga Indonesia terlihat jelas membuahkan prestasi yang berkelanjutan.
-
#OlahragaIndonesiaMaju #Pemilu2024 Siapa Sangka Komeng",Ini Nih Info,0,0,0,2024-02-15T13:52:18.000Z,Kepedulian Presiden Jokowi terhadap olahraga Indonesia terlihat jelas membuahkan prestasi yang berkelanjutan. -     Siapa Sangka Komeng,,positive,16
Bisa Dipidana ! Bawaslu Peringatkan Penyelanggara Pemilu 2024 Jangan Ubah Rekapitulasi Suara,Radar Bangkalan,0,0,0,2024-02-15T13:46:41.000Z,Bisa Dipidana ! Bawaslu Peringatkan Penyelanggara Pemilu 2024 Jangan Ubah Rekapitulasi Suara,,neutral,12
How Indonesian Diaspora voted (so far) #Pemilu2024,Emolga,1,7,12,2024-02-15T13:48:45.000Z,How Indonesian Diaspora voted (so far),,neutral,6
"Polsek Mergangsan melaksanakan pengamanan dan pengawalan koTidak pemungutan suara Pemilu 2024 dari TPS ke Kemantren Mergangsan, Kamis 15/2/2024.


@spripim
.polri
@divisihumaspolri
#Poldadiy #polresjogja #polsekMergangsan #pemilujogjadamai",Polsek Mergangsan,0,0,0,2024-02-15T13:45:14.000Z,"Polsek Mergangsan melaksanakan pengamanan dan pengawalan koTidak pemungutan suara Pemilu 2024 dari TPS ke Kemantren Mergangsan, Kamis 15/2/2024.     .polri",,neutral,19
Memastikan suara kita tidak dicurangi adalah tugas kita sebagai warga negara yang bertanggung jawab TerimaKaaih #sudahpilihPKS #pemilu2024,Bone Bone,0,0,0,2024-02-15T13:08:53.000Z,Memastikan suara kita tidak dicurangi adalah tugas kita sebagai warga negara yang bertanggung jawab terimakasih,TerimaKaaih,positive,15
"Keunikan TPS di Samarinda Saat Pemilu 2024

#beritanusantaraco #bacaaninspirasirakyat
#beritanusantara #samarinda #infosamarinda",Berita Nusantara,0,0,0,2024-02-15T13:53:44.000Z,Keunikan TPS di Samarinda Saat Pemilu 2024,,neutral,7
"Prabowo-Gibran Unggul Sementara, Ini Serba-serbi Pemilu 2024",Kala News,0,0,0,2024-02-15T13:34:14.000Z,"Prabowo-Gibran Unggul Sementara, Ini Serba-serbi Pemilu 2024",,neutral,7
Ikut nimbrung. Pikiran jd kebuka karena tweet kk. Mungkin pak Anies juga paham pemilu 2024 udah ga sehat.,crystal,1,0,5,2024-02-15T13:03:24.000Z,Ikut nimbrung. Pikiran jd kebuka karena tweet kk. Mungkin pak Anies juga paham pemilu 2024 udah ga sehat.,,negative,18
"Konten TikTok: Prabowo-Gibran unggul di quick count Pemilu 2024, gimana ucapan selamat dari Presiden Jokowi? #focus #pilpres2024 #news #text",kumparan,0,0,0,2024-02-15T12:39:37.000Z,"Konten TikTok: Prabowo-Gibran unggul di quick count Pemilu 2024, gimana ucapan selamat dari Presiden Jokowi?",,neutral,15
"CEK Real Count KPU Pemilu 2024 DPRD Provinsi Kalbar, Kans Partai Nasdem Pertahankan Pimpinan Dewan
 
hTetaps://pontianak.tribunnews.com/2024/02/15/cek-real-count-kpu-pemilu-2024-dprd-provinsi-kalbar-kans-partai-nasdem-pertahankan-pimpinan-dewan lewat 
@tribunnews",Tribun Pontianak,0,0,1,2024-02-15T12:52:14.000Z,"CEK Real Count KPU Pemilu 2024 DPRD Provinsi Kalbar, Kans Partai Nasdem Pertahankan Pimpinan Dewan    lewat",,neutral,16
"Tunggu Rekapitulasi dari KPU, Timnas AMIN Masih Yakin Pemilu 2024 Dua Putaran",Repelita Online,0,0,0,2024-02-15T13:36:24.000Z,"Tunggu Rekapitulasi dari KPU, Timnas AMIN Masih Yakin Pemilu 2024 Dua Putaran",,neutral,12
Pola 2014 & 2019 sudah tidak efektif dilakukan pada pemilu 2024era digital.,Almasri,0,0,0,2024-02-15T13:30:34.000Z,Pola 2014 & 2019 sudah tidak efektif dilakukan pada pemilu 2024era digital.,,negative,12
Polres Bungo Lakukan Pemeriksaan Kesehatan Personel Pengamanan TPS Pemilu 2024 -,OrasiID,0,0,0,2024-02-15T13:34:23.000Z,Polres Bungo Lakukan Pemeriksaan Kesehatan Personel Pengamanan TPS Pemilu 2024 -,,neutral,11
Ketua MUI ajak legowo terima hasil Pemilu 2024 saatnya rekonsiliasi,Coffen Bee,0,0,1,2024-02-15T12:35:11.000Z,Ketua MUI ajak legowo terima hasil Pemilu 2024 saatnya rekonsiliasi,,neutral,10
"Pengecekan Gudang PPK Pasca Hitung Suara Pemilu 2024 di Wilayah Hukum Polresta Cirebon.

#polrestacirebon #kapolrestacirebon 
@divisihumaspolri  @polisi_indonesia  
@spripim
.polri 
@humaspoldajabar


@sumarni.asepgr 
@dedych4n",Humas Polresta Cirebon,0,0,2,2024-02-15T13:00:08.000Z,Pengecekan Gudang PPK Pasca Hitung Suara Pemilu 2024 di Wilayah Hukum Polresta Cirebon.                .polri       .asepgr,,neutral,15
TIM nasional pemenangan Anies Baswedan-Muhaimin Iskandar (Timnas Amin) siap melawan kecurangan yang terjadi dalam Pemilu 2024.,Media Indonesia,0,2,10,2024-02-15T13:09:52.000Z,TIM nasional pemenangan Anies Baswedan-Muhaimin Iskandar (Timnas Amin) siap melawan kecurangan yang terjadi dalam Pemilu 2024.,,neutral,16
Ucapan Terima Kasih lewat bagi-bagi Bunga #Pemilu2024 #AdadiKompas,Harian Kompas,0,0,0,2024-02-15T13:39:57.000Z,Ucapan terimakasih lewat bagi-bagi Bunga,,neutral,6
Harapan Ezra Walian untuk Presiden Terpilih di Pemilu 2024,REPUBLIKBOBOTOHCOM,0,0,0,2024-02-15T13:09:16.000Z,Harapan Ezra Walian untuk Presiden Terpilih di Pemilu 2024,,neutral,9
"Komeng gokil, gak ada Adul eh Dimas jadi pelampiasan. #Pemilu2024",Ultraman Geo,0,2,9,2024-02-15T12:40:25.000Z,"Komeng gokil, gak ada Adul eh Dimas jadi pelampiasan.",,negative,9
ada kecurangan sih di pemilu 2024 ini,HUH BIGWIN,0,0,0,2024-02-15T13:16:09.000Z,ada kecurangan sih di pemilu 2024 ini,,negative,7
"Rilis survei  jelang  hari H: Prabowo-Gibran Menang Sekali Putaran dengan elektabilitas 54,8%. 
#prabowogibran #prabowo #gibran #sekaliputaran #satuputaran #live #cuplikan #pemilu2024 #surveispin
hTetap://beritasatu.com/bersatu-kawal-
hTetap://cnnindonesia.com/nasional/20240
hTetap://antaranews.com/berita/3957057",Igor Dirgantara,1,0,5,2024-02-15T12:46:24.000Z,"Rilis survei  jelang  hari H: Prabowo-Gibran Menang Sekali Putaran dengan elektabilitas 54,8%.",,neutral,12
"Forkopimda Minsel bersama KPU dan Bawaslu tinjau sejumlah TPS pada pelaksanaan pemungutan suara Pemilu 2024 
Rabu (14/02/2024)

#humasresminsel
#polresminsel
#cegahjo
#OMB2024
#kerjakeras
#kerjacerdas
#kerjaikhlas 
#kerjatuntas",Polres Minsel,0,0,0,2024-02-15T12:41:57.000Z,Forkopimda Minsel bersama KPU dan Bawaslu tinjau sejumlah TPS pada pelaksanaan pemungutan suara Pemilu 2024  Rabu,,neutral,17
Meski melakukan kecurangan kalian menang #Pemilu2024,pendekar brengsek,0,0,0,2024-02-15T12:25:08.000Z,Meski melakukan kecurangan kalian menang,,positive,5
"Yuk bisa dikit lg 2 putaran
#Pemilu2024
#AniesMuhaimin2024
#GanjarMahfud #kpps",Satrio Utomo,1,0,0,2024-02-15T12:05:48.000Z,Yuk bisa dikit lg 2 putaran,,neutral,6
"Yuk teman teman kita tambah semangat nya
Kita kawal kebenaran utk menjadi kemenangan

#AMINmenang 
#AminkanIndonesia 
#Pemilu2024",Sang Pejuang,0,0,0,2024-02-15T12:16:21.000Z,Yuk teman teman kita tambah semangat nya Kita kawal kebenaran utk menjadi kemenangan,,positive,13
